Title20,ISO_ABBREV,TITLE,ISSN,ISSUES/YEAR,COUNTRY,LANGUAGE,1ST_YR_PUB,categories,TOT_CITES,CITES_JCR_YR,CITES_JCR_YR1,CITES_JCR_YR2,IF_NUMERATOR,CITES_JCR_YR3,CITES_JCR_YR4,CITES_JCR_YR5,5YR_IF_NUMERATOR,ITEMS_JCR_YR,ITEMS_JCR_YR1,ITEMS_JCR_YR2,IF_DENOMINATOR,ITEMS_JCR_YR3,ITEMS_JCR_YR4,ITEMS_JCR_YR5,5YR_IF_DENOMINATOR,IMPACT_FACTOR,IMMEDIACY_INDEX,CITED_HALF_LIFE,5YR_IMPACT_FACTOR,EIGENFACTOR,NORMEIGENFACTOR,ARTL_INFLUENCE,FREQUENCY,PUBCODE,PUBLISHER_NAME,CATEGORY_CODE,CATEGORY_DESCRIPTION,CATEGORY_RANKING,QUARTILE_RANK,JIF_PERCENTILE
J CARDIOVASC COMPUT,J. Cardiovasc. Comput. Tomogr.,Journal of Cardiovascular Computed Tomography,1934-5925,6,USA,ENGLISH,2007,DQ VY,1061,29,128,139,267,190,239,83,779,79,49,59,108,55,57,55,275,2.472,0.367,4.2,2.833,0.00379,0.43189,0.911,B,JM501,ELSEVIER SCIENCE INC,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",42/124,Q2,66.532
MAGN RESON MATER PHY,Magn. Reson. Mat. Phys. Biol. Med.,MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,0968-5243,6,USA,ENGLISH,1994,VY,1291,7,90,187,277,111,63,132,583,55,55,50,105,49,36,37,227,2.638,0.127,6.8,2.568,0.00331,0.37753,0.965,B,YK501,SPRINGER,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",35/124,Q2,72.177
MAGN RESON MED SCI,Magn. Reson. Med. Sci.,Magnetic Resonance in Medical Sciences,1347-3182,4,JAPAN,ENGLISH,2001,VY,593,7,29,79,108,82,39,48,277,46,39,39,78,40,40,32,190,1.385,0.152,6.3,1.458,0.00113,0.12884,0.393,Q,ACH44,JPN SOC MAGNETIC RESONANCE IN MEDICINE,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",93/124,Q3,25.403
NEURORADIOLOGY,Neuroradiology,NEURORADIOLOGY,0028-3940,6,GERMANY (FED REP GER),ENGLISH,1970,RT RX VY,4920,58,236,419,655,386,255,295,1591,125,122,166,288,141,105,113,647,2.274,0.464,9,2.459,0.00844,0.962,0.863,B,YK501,SPRINGER,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",47/124,Q2,62.5
J HUM HYPERTENS,J. Hum. Hypertens.,JOURNAL OF HUMAN HYPERTENSION,0950-9240,12,ENGLAND,ENGLISH,1987,ZD,4077,98,361,302,663,219,171,291,1344,108,119,115,234,92,93,105,524,2.833,0.907,8.5,2.565,0.00675,0.76983,0.852,M,SL810,NATURE PUBLISHING GROUP,ZD,PERIPHERAL VASCULAR DISEASE,30/63,Q2,53.175
J VASC ACCESS,J. Vasc. Access,Journal of Vascular Access,1129-7298,4,ITALY,ENGLISH,2000,ZD,649,23,123,72,195,82,76,55,408,141,74,53,127,90,52,49,318,1.535,0.163,4.3,1.283,0.00170,0.19351,0.353,Q,ZZ133,WICHTIG PUBL,ZD,PERIPHERAL VASCULAR DISEASE,48/63,Q4,24.603
INT J MED MICROBIOL,Int. J. Med. Microbiol.,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,1438-4221,8,GERMANY (FED REP GER),ENGLISH,2000,QU ZE,3521,96,453,424,877,133,352,377,1739,114,139,86,225,46,85,77,433,3.898,0.842,5.8,4.016,0.00870,0.99165,1.329,B,ZX450,"ELSEVIER GMBH, URBAN & FISCHER VERLAG",ZE,VIROLOGY,10/33,Q2,71.212
J NEUROVIROL,J. Neurovirol.,JOURNAL OF NEUROVIROLOGY,1355-0284,6,USA,ENGLISH,1995,RU ZE,2159,45,172,180,352,122,236,114,824,74,67,70,137,61,63,50,311,2.569,0.608,8,2.650,0.00389,0.44356,0.827,B,YK501,SPRINGER,ZE,VIROLOGY,17/33,Q3,50
ACTA CHIROPTEROL,Acta Chiropt.,ACTA CHIROPTEROLOGICA,1508-1109,2,POLAND,ENGLISH,1999,ZM,615,4,43,41,84,74,42,51,251,36,39,37,76,46,43,42,207,1.105,0.111,6.8,1.213,0.00107,0.12162,0.341,H,UO176,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,ZM,ZOOLOGY,73/161,Q2,54.969
ACTA ICHTHYOL PISCAT,Acta Ichthyol. Piscat.,ACTA ICHTHYOLOGICA ET PISCATORIA,0137-1592,4,POLAND,MULTI-LANGUAGE,1970,JU ZM,303,4,18,33,51,28,52,28,159,56,41,41,82,37,44,27,190,0.622,0.071,5.6,0.837,0.00076,0.08699,0.266,Q,ABG63,WYDAWNICTWO AKAD ROLNICZEJ W SZCZECINIE,ZM,ZOOLOGY,119/161,Q3,26.398
PEDIATR RADIOL,Pediatr. Radiol.,PEDIATRIC RADIOLOGY,0301-0449,13,USA,ENGLISH,1973,TQ VY,5224,70,289,417,706,331,346,409,1792,249,254,209,463,214,245,247,1169,1.525,0.281,8.3,1.533,0.00813,0.92708,0.460,M,YK501,SPRINGER,TQ,PEDIATRICS,60/120,Q2,50.417
PEDIATR SURG INT,Pediatr. Surg. Int.,PEDIATRIC SURGERY INTERNATIONAL,0179-0358,12,GERMANY (FED REP GER),ENGLISH,1986,TQ YA,3160,33,143,260,403,257,238,265,1163,175,200,199,399,208,232,212,1051,1.010,0.189,7.5,1.107,0.00517,0.58948,0.325,M,YK501,SPRINGER,TQ,PEDIATRICS,89/120,Q3,26.25
ALIMENT PHARM THER,Aliment. Pharmacol. Ther.,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0269-2813,24,ENGLAND,ENGLISH,1987,KI TU,16613,540,1500,1439,2939,1325,1626,1252,7142,217,230,235,465,242,268,272,1247,6.320,2.488,6.7,5.727,0.03392,3.86668,1.799,S,FL501,WILEY-BLACKWELL,TU,PHARMACOLOGY & PHARMACY,12/255,Q1,95.49
ANTIMICROB AGENTS CH,Antimicrob. Agents Chemother.,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0066-4804,12,USA,ENGLISH,1953,QU TU,54749,1023,3939,4462,8401,4494,3996,3608,20499,1061,1005,898,1903,928,876,801,4508,4.415,0.964,7.9,4.547,0.09320,10.62261,1.367,M,DH001,AMER SOC MICROBIOLOGY,TU,PHARMACOLOGY & PHARMACY,34/255,Q1,86.863
BEHAV PHARMACOL,Behav. Pharmacol.,BEHAVIOURAL PHARMACOLOGY,0955-8810,8,USA,ENGLISH,1990,CN RU TU,2561,30,145,163,308,188,188,167,851,80,76,78,154,84,96,80,414,2.000,0.375,8,2.056,0.00355,0.40508,0.568,B,VF505,LIPPINCOTT WILLIAMS & WILKINS,TU,PHARMACOLOGY & PHARMACY,155/255,Q3,39.412
RADIOLOGY,Radiology,RADIOLOGY,0033-8419,12,USA,ENGLISH,1915,VY,48521,552,2010,3082,5092,2916,2922,2916,13846,354,369,380,749,381,370,390,1890,6.798,1.559,>10,7.326,0.07237,8.24897,2.532,M,VF001,RADIOLOGICAL SOC NORTH AMERICA,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2/124,Q1,98.79
SEMIN INTERVENT RAD,Semin. Interv. Radiol.,SEMINARS IN INTERVENTIONAL RADIOLOGY,0739-9529,4,USA,ENGLISH,1984,VY,639,2,47,96,143,72,77,56,348,51,49,50,99,0,0,0,99,1.444,0.039,5.5,,0.00141,0.16063,,Q,ZK050,THIEME MEDICAL PUBL INC,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",88/124,Q3,29.435
SKELETAL RADIOL,Skeletal Radiol.,SKELETAL RADIOLOGY,0364-2348,12,USA,ENGLISH,1976,TC VY,4318,75,288,384,672,377,371,239,1659,223,229,211,440,195,183,149,967,1.527,0.336,7.9,1.716,0.00779,0.88737,0.532,M,YK501,SPRINGER,VY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",81/124,Q3,35.081
BRIT J OCCUP THER,Br. J. Occup. Ther.,British Journal of Occupational Therapy,0308-0226,12,ENGLAND,ENGLISH,1938,WC,1019,31,39,91,130,65,83,81,359,82,76,63,139,69,67,68,343,0.935,0.378,7.9,1.047,0.00105,0.11992,0.203,M,WH076,SAGE PUBLICATIONS LTD,WC,REHABILITATION,50/65,Q4,23.846
EUR J CANCER CARE,Eur. J. Cancer Care,EUROPEAN JOURNAL OF CANCER CARE,0961-5423,6,ENGLAND,ENGLISH,1992,DM HL RZ WC,1920,80,150,164,314,162,194,190,860,87,86,89,175,90,95,116,476,1.794,0.920,6.1,1.807,0.00397,0.45271,0.552,B,FL501,WILEY-BLACKWELL,WC,REHABILITATION,21/65,Q2,68.462
INT J OSTEOPATH MED,Int. J. Osteopath. Med.,International Journal of Osteopathic Medicine,1746-0689,4,ENGLAND,ENGLISH,2005,PY WC,108,4,14,13,27,5,3,15,50,25,28,25,53,15,18,20,106,0.509,0.160,6,0.472,0.00010,0.01123,0.061,Q,JM451,ELSEVIER SCI LTD,WC,REHABILITATION,60/65,Q4,8.462
INT J REHABIL RES,Int. J. Rehabil. Res.,INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,0342-5282,4,USA,ENGLISH,1978,WC,1101,16,54,76,130,66,66,63,325,54,54,50,104,59,52,58,273,1.250,0.296,9.2,1.190,0.00148,0.16881,0.359,Q,VF505,LIPPINCOTT WILLIAMS & WILKINS,WC,REHABILITATION,40/65,Q3,39.231
INT J SPEECH-LANG PA,Int. J. Speech-Lang. Pathol.,International Journal of Speech-Language Pathology,1754-9507,6,ENGLAND,ENGLISH,1999,CL WC,485,24,47,83,130,77,67,57,331,59,64,68,132,45,52,50,279,0.985,0.407,4.2,1.186,0.00153,0.1749,0.364,B,ZA501,TAYLOR & FRANCIS LTD,WC,REHABILITATION,47/65,Q3,28.462
J MANIP PHYSIOL THER,J. Manip. Physiol. Ther.,JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,0161-4754,9,USA,ENGLISH,1978,HL OI WC,2068,13,67,123,190,152,129,127,598,79,73,70,143,80,73,83,379,1.329,0.165,8.5,1.578,0.00216,0.24588,0.376,M,RD275,MOSBY-ELSEVIER,WC,REHABILITATION,37/65,Q3,43.846
J REHABIL MED,J. Rehabil. Med.,JOURNAL OF REHABILITATION MEDICINE,1650-1977,10,SWEDEN,ENGLISH,1969,WC XW,4136,24,184,285,469,371,381,414,1635,130,146,148,294,145,142,142,723,1.595,0.185,6.8,2.261,0.00768,0.87538,0.702,M,ACB03,FOUNDATION REHABILITATION INFORMATION,WC,REHABILITATION,25/65,Q2,62.308
AUST J ZOOL,Aust. J. Zool.,AUSTRALIAN JOURNAL OF ZOOLOGY,0004-959X,6,AUSTRALIA,ENGLISH,1953,ZM,1620,10,22,33,55,63,34,30,182,49,45,48,93,54,45,44,236,0.591,0.204,>10,0.771,0.00083,0.0942,0.232,B,HU001,CSIRO PUBLISHING,ZM,ZOOLOGY,126/161,Q4,22.05
CALDASIA,Caldasia,CALDASIA,0366-5232,2,COLOMBIA,MULTI-LANGUAGE,1978,DE ZM,261,4,8,7,15,15,20,12,62,29,29,31,60,33,36,29,158,0.250,0.138,>10,0.392,0.00036,0.04057,0.149,H,AAH47,"INST CIENCIAS NATURALES, MUSEO HISTORIA NATURAL",ZM,ZOOLOGY,153/161,Q4,5.28
CALIF FISH GAME,Calif. Fish Game,CALIFORNIA FISH AND GAME,0008-1078,4,USA,ENGLISH,1914,JU ZM,334,4,3,8,11,7,13,10,41,17,41,18,59,19,15,19,112,0.186,0.235,>10,0.366,0.00021,0.02399,0.124,Q,GJ001,CALIFORNIA FISH AND GAME EDITOR,ZM,ZOOLOGY,156/161,Q4,3.416
DEV COMP IMMUNOL,Dev. Comp. Immunol.,DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,0145-305X,12,ENGLAND,ENGLISH,1977,NI ZM,6754,195,845,632,1477,540,679,503,3199,197,238,170,408,192,150,153,903,3.620,0.990,6,3.543,0.01055,1.20297,0.773,M,JM451,ELSEVIER SCI LTD,ZM,ZOOLOGY,6/161,Q1,96.584
FRONT ZOOL,Front. Zool.,Frontiers in Zoology,1742-9994,0,ENGLAND,ENGLISH,2004,ZM,1648,62,223,288,511,147,110,214,982,58,88,80,168,38,31,31,268,3.042,1.069,4.9,3.664,0.00525,0.59799,1.294,I,FI745,BIOMED CENTRAL LTD,ZM,ZOOLOGY,9/161,Q1,94.72
INVERTEBR BIOL,Invertebr. Biol.,INVERTEBRATE BIOLOGY,1077-8306,4,USA,ENGLISH,1995,PI ZM,700,9,28,47,75,32,35,50,192,30,29,32,61,33,33,29,156,1.230,0.300,9.9,1.231,0.00096,0.10955,0.407,Q,FL501,WILEY-BLACKWELL,ZM,ZOOLOGY,64/161,Q2,60.559
ISJ-INVERT SURVIV J,ISJ-Invertebr. Surviv. J.,ISJ-Invertebrate Survival Journal,1824-307X,1,ITALY,ENGLISH,2004,NI ZM,316,12,15,28,43,45,52,43,183,30,38,19,57,23,25,26,131,0.754,0.400,5.1,1.397,0.00062,0.0703,0.311,A,ABM35,INVERTEBRATE SURVIVAL JOURNAL,ZM,ZOOLOGY,109/161,Q3,32.609
ITAL J ZOOL,Ital. J. Zoolog.,ITALIAN JOURNAL OF ZOOLOGY,1125-0003,4,ITALY,ENGLISH,1996,ZM,867,6,41,64,105,40,89,40,274,64,63,66,129,68,88,57,342,0.814,0.094,>10,0.801,0.00129,0.14757,0.250,Q,ZA501,TAYLOR & FRANCIS LTD,ZM,ZOOLOGY,100/161,Q3,38.199
J HELMINTHOL,J. Helminthol.,JOURNAL OF HELMINTHOLOGY,0022-149X,4,ENGLAND,MULTI-LANGUAGE,1923,TI ZM,1678,36,102,118,220,108,72,72,472,101,68,67,135,73,69,65,342,1.630,0.356,>10,1.380,0.00205,0.23346,0.396,Q,AAL88,CAMBRIDGE UNIV PRESS,ZM,ZOOLOGY,46/161,Q2,71.739
J ZOOL,J. Zool.,JOURNAL OF ZOOLOGY,0952-8369,12,ENGLAND,ENGLISH,1830,ZM,7475,48,170,192,362,236,217,231,1046,101,98,101,199,104,102,105,510,1.819,0.475,>10,2.051,0.00531,0.60567,0.689,M,FL501,WILEY-BLACKWELL,ZM,ZOOLOGY,33/161,Q1,79.814
BIOLOGICALS,Biologicals,BIOLOGICALS,1045-1056,6,ENGLAND,ENGLISH,1973,CO DB TU,1213,16,79,117,196,99,112,139,546,73,48,68,116,80,67,105,368,1.690,0.219,6.4,1.484,0.00236,0.26865,0.424,B,AH010,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,TU,PHARMACOLOGY & PHARMACY,175/255,Q3,31.569
BIOPHARM INT,Biopharm. Int.,BIOPHARM INTERNATIONAL,1542-166X,12,USA,ENGLISH,2003,DB TU,239,10,9,14,23,19,19,21,82,71,55,72,127,74,66,69,336,0.181,0.141,7,0.244,0.00027,0.0309,0.053,M,IY518,ADVANSTAR COMMUNICATIONS INC,TU,PHARMACOLOGY & PHARMACY,252/255,Q4,1.373
BRIT J CLIN PHARMACO,Br. J. Clin. Pharmacol.,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,0306-5251,12,ENGLAND,ENGLISH,1974,TU,10799,243,707,1047,1754,688,786,584,3812,232,226,232,458,179,186,160,983,3.830,1.047,8.6,3.878,0.01706,1.945,1.148,M,FL501,WILEY-BLACKWELL,TU,PHARMACOLOGY & PHARMACY,49/255,Q1,80.98
CLIN THER,Clin. Ther.,CLINICAL THERAPEUTICS,0149-2918,12,USA,ENGLISH,1977,TU,6956,254,421,597,1018,565,426,395,2404,222,175,173,348,191,169,200,908,2.925,1.144,7.5,2.648,0.01116,1.27191,0.813,M,ABM15,ELSEVIER,TU,PHARMACOLOGY & PHARMACY,80/255,Q2,68.824
CNS NEUROSCI THER,CNS Neurosci.  Ther.,CNS Neuroscience & Therapeutics,1755-5930,12,CHINA MAINLAND,ENGLISH,1995,RU TU,2194,87,374,490,864,493,304,224,1885,100,110,105,215,126,73,47,461,4.019,0.870,3.3,4.089,0.00766,0.87255,1.098,M,FL501,WILEY-BLACKWELL,TU,PHARMACOLOGY & PHARMACY,43/255,Q1,83.333
COMB CHEM HIGH T SCR,Comb. Chem. High Throughput Screen,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,1386-2073,8,U ARAB EMIRATES,ENGLISH,1998,CO DW TU,1442,43,93,86,179,105,154,111,549,81,87,85,172,82,78,89,421,1.041,0.531,6.8,1.304,0.00186,0.21203,0.292,B,FF475,BENTHAM SCIENCE PUBL LTD,TU,PHARMACOLOGY & PHARMACY,220/255,Q4,13.922
CONTEMP CLIN TRIALS,Contemp. Clin. Trials,Contemporary Clinical Trials,1551-7144,6,USA,ENGLISH,2005,QA TU,2141,65,231,319,550,354,240,158,1302,209,118,150,268,158,131,85,642,2.052,0.311,4.4,2.028,0.00855,0.97486,0.881,B,JM501,ELSEVIER SCIENCE INC,TU,PHARMACOLOGY & PHARMACY,150/255,Q3,41.373
CURR DRUG TARGETS,Curr. Drug Targets,CURRENT DRUG TARGETS,1389-4501,8,U ARAB EMIRATES,ENGLISH,2000,TU,4547,116,309,515,824,535,659,538,2556,146,113,159,272,177,170,146,765,3.029,0.795,5.3,3.341,0.01020,1.16208,0.881,B,FF475,BENTHAM SCIENCE PUBL LTD,TU,PHARMACOLOGY & PHARMACY,75/255,Q2,70.784
CURR TOP NUTRACEUT R,Curr. Top. Nutraceutical Res.,Current Topics in Nutraceutical Research,1540-7535,4,USA,ENGLISH,2003,SA TU,106,15,2,6,8,5,9,7,29,34,22,21,43,21,21,21,106,0.186,0.441,7.8,0.274,0.00010,0.01125,0.062,Q,ABN04,"NEW CENTURY HEALTH PUBLISHERS, LLC",TU,PHARMACOLOGY & PHARMACY,251/255,Q4,1.765
CURR VASC PHARMACOL,Current Vascular Pharmacology,Current Vascular Pharmacology,1570-1611,4,U ARAB EMIRATES,ENGLISH,2003,TU ZD,1463,60,185,221,406,222,149,159,936,67,91,80,171,94,69,82,416,2.374,0.896,4.3,2.250,0.00369,0.42045,0.586,Q,FF475,BENTHAM SCIENCE PUBL LTD,TU,PHARMACOLOGY & PHARMACY,126/255,Q2,50.784
DRUG DES DEV THER,Drug Des. Dev. Ther.,Drug Design Development and Therapy,1177-8881,0,ENGLAND,ENGLISH,2007,DX TU,1712,235,534,506,1040,145,146,70,1401,486,224,137,361,40,37,35,473,2.881,0.484,2.2,2.962,0.00499,0.56915,0.698,I,ABT06,DOVE MEDICAL PRESS LTD,TU,PHARMACOLOGY & PHARMACY,84/255,Q2,67.255
DRUG METAB PHARMACOK,Drug Metab. Pharmacokinet.,Drug Metabolism and Pharmacokinetics,1347-4367,6,JAPAN,ENGLISH,1986,TU,1563,19,112,142,254,258,143,98,753,64,73,71,144,75,71,69,359,1.764,0.297,6.1,2.097,0.00306,0.34886,0.564,B,ABS38,JAPANESE SOC STUDY XENOBIOTICS,TU,PHARMACOLOGY & PHARMACY,168/255,Q3,34.314
DRUG METAB REV,Drug Metab. Rev.,DRUG METABOLISM REVIEWS,0360-2532,4,USA,ENGLISH,1972,TU,2388,19,128,130,258,156,175,180,769,34,28,29,57,16,33,32,138,4.526,0.559,9.2,5.572,0.00340,0.38714,1.628,Q,ZA501,TAYLOR & FRANCIS LTD,TU,PHARMACOLOGY & PHARMACY,32/255,Q1,87.647
DRUG RESIST UPDATE,Drug Resist. Update,DRUG RESISTANCE UPDATES,1368-7646,6,ENGLAND,ENGLISH,1998,TU,2222,43,74,85,159,294,261,197,911,22,10,10,20,23,26,18,87,7.950,1.955,7.5,10.471,0.00394,0.44892,2.994,B,HI255,CHURCHILL LIVINGSTONE,TU,PHARMACOLOGY & PHARMACY,8/255,Q1,97.059
ENDOCR METAB IMMUNE,Endocr. Metab. Immune Disord.-Drug Targets,Endocrine Metabolic & Immune Disorders-Drug Targets,1871-5303,4,U ARAB EMIRATES,ENGLISH,2001,IA NI TU,625,14,70,87,157,117,67,45,386,40,38,41,79,0,0,0,79,1.987,0.350,4.4,,0.00115,0.13143,,Q,FF475,BENTHAM SCIENCE PUBL LTD,TU,PHARMACOLOGY & PHARMACY,157/255,Q3,38.627
ENVIRON TOXICOL PHAR,Environ. Toxicol. Pharmacol.,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,1382-6689,6,NETHERLANDS,ENGLISH,1996,JA TU YO,3972,92,478,539,1017,431,326,253,2027,266,252,213,465,169,121,91,846,2.187,0.346,5.5,2.396,0.00674,0.76788,0.527,B,JM901,ELSEVIER SCIENCE BV,TU,PHARMACOLOGY & PHARMACY,138/255,Q3,46.078
PM&R,PM&R,PM&R,1934-1482,12,USA,ENGLISH,2009,WC XW,1842,53,199,238,437,285,475,315,1512,156,137,127,264,138,158,138,698,1.655,0.340,4.3,2.166,0.00748,0.85304,0.709,M,JM501,ELSEVIER SCIENCE INC,WC,REHABILITATION,23/65,Q2,65.385
CLIN RESPIR J,Clin. Respir. J.,Clinical Respiratory Journal,1752-6981,4,DENMARK,ENGLISH,2007,WE,576,35,165,84,249,81,68,37,435,74,61,55,116,29,37,39,221,2.147,0.473,3,1.968,0.00190,0.21713,0.570,Q,FL501,WILEY-BLACKWELL,WE,RESPIRATORY SYSTEM,36/58,Q3,38.793
EUR RESPIR J,Eur. Resp. J.,EUROPEAN RESPIRATORY JOURNAL,0903-1936,12,ENGLAND,ENGLISH,1988,WE,30252,672,2183,2358,4541,2340,2076,1750,10707,248,246,299,545,317,306,302,1470,8.332,2.710,8,7.284,0.05287,6.02585,2.378,M,JT250,EUROPEAN RESPIRATORY SOC JOURNALS LTD,WE,RESPIRATORY SYSTEM,3/58,Q1,95.69
J CYST FIBROS,J. Cyst. Fibros,Journal of Cystic Fibrosis,1569-1993,6,NETHERLANDS,ENGLISH,2002,WE,2950,151,442,425,867,363,399,180,1809,103,106,119,225,83,95,70,473,3.853,1.466,4.2,3.825,0.00809,0.92187,1.131,B,JM901,ELSEVIER SCIENCE BV,WE,RESPIRATORY SYSTEM,11/58,Q1,81.897
J THORAC ONCOL,J. Thorac. Oncol.,Journal of Thoracic Oncology,1556-0864,12,USA,ENGLISH,2006,DM WE,10099,328,1070,1435,2505,1448,1772,1264,6989,229,258,239,497,258,316,346,1417,5.040,1.432,4.4,4.932,0.03484,3.97144,1.626,M,JM501,ELSEVIER SCIENCE INC,WE,RESPIRATORY SYSTEM,7/58,Q1,88.793
LANCET RESP MED,Lancet  Resp. Med.,Lancet Respiratory Medicine,2213-2600,12,ENGLAND,ENGLISH,2013,DS WE,2343,329,1136,872,2008,0,0,0,2008,67,69,62,131,0,0,0,131,15.328,4.910,1.7,15.328,0.01200,1.36726,6.055,M,JM451,ELSEVIER SCI LTD,WE,RESPIRATORY SYSTEM,1/58,Q1,99.138
PAEDIATR RESPIR REV,Paediatr. Respir. Rev.,Paediatric Respiratory Reviews,1526-0542,4,ENGLAND,ENGLISH,2000,TQ WE,1259,40,114,170,284,95,104,80,563,50,62,50,112,42,41,36,231,2.536,0.800,6.3,2.437,0.00270,0.30799,0.774,Q,JM451,ELSEVIER SCI LTD,WE,RESPIRATORY SYSTEM,26/58,Q2,56.034
SEMIN RESP CRIT CARE,Semin. Respir. Crit. Care Med.,SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,1069-3424,6,USA,ENGLISH,1994,DS WE,1549,43,109,223,332,175,193,145,845,76,69,77,146,69,69,72,356,2.274,0.566,5.2,2.374,0.00412,0.46984,0.766,B,ZK050,THIEME MEDICAL PUBL INC,WE,RESPIRATORY SYSTEM,32/58,Q3,45.69
AM J REPROD IMMUNOL,Am. J. Reprod. Immunol.,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,1046-7408,12,DENMARK,ENGLISH,1980,NI WF,4116,48,365,367,732,318,411,492,1953,107,117,134,251,124,144,108,627,2.916,0.449,6.3,3.115,0.00919,1.04693,0.969,M,FL501,WILEY-BLACKWELL,WF,REPRODUCTIVE BIOLOGY,9/29,Q2,70.69
MAMMALIA,Mammalia,MAMMALIA,0025-1461,4,FRANCE,MULTI-LANGUAGE,1936,ZM,1032,15,32,32,64,68,38,43,213,54,64,55,119,58,44,50,271,0.538,0.278,>10,0.786,0.00107,0.12208,0.261,Q,ZY701,WALTER DE GRUYTER GMBH,ZM,ZOOLOGY,132/161,Q4,18.323
NAUTILUS,Nautilus,NAUTILUS,0028-1344,4,USA,ENGLISH,1889,PI ZM,363,3,3,9,12,6,11,7,36,19,16,19,35,17,26,22,100,0.343,0.158,>10,0.360,0.00018,0.02067,0.120,Q,FB950,BAILEY-MATTHEWS SHELL MUSEUM,ZM,ZOOLOGY,150/161,Q4,7.143
PHYLLOMEDUSA,Phyllomedusa,PHYLLOMEDUSA,1519-1397,2,BRAZIL,MULTI-LANGUAGE,2001,ZM,118,0,2,3,5,13,12,7,37,17,14,13,27,0,0,0,27,0.185,0.000,8.6,,0.00024,0.0277,,H,AAC53,MELOPSITTACUS PUBLICACOES CIENTIFICAS LTD,ZM,ZOOLOGY,157/161,Q4,2.795
S AM J HERPETOL,South Am. J. Herpetol.,South American Journal of Herpetology,1808-9798,3,BRAZIL,ENGLISH,2006,ZM,230,10,27,14,41,23,19,22,105,23,26,23,49,0,0,0,49,0.837,0.435,6,,0.00046,0.05196,,T,ABP16,SOC BRASILEIRA HERPETOLOGIA,ZM,ZOOLOGY,98/161,Q3,39.441
SPIXIANA,Spixiana,SPIXIANA,0341-8391,2,GERMANY (FED REP GER),MULTI-LANGUAGE,1977,ZM,255,2,19,14,33,13,12,8,66,24,27,22,49,19,19,19,106,0.673,0.083,>10,0.623,0.00036,0.04075,0.223,H,AAI05,VERLAG DR FRIEDRICH PFEIL,ZM,ZOOLOGY,117/161,Q3,27.64
TURK J ZOOL,Turk. J. Zool.,TURKISH JOURNAL OF ZOOLOGY,1300-0179,4,TURKEY,MULTI-LANGUAGE,1976,ZM,736,36,105,71,176,56,78,38,348,155,101,99,200,93,102,67,462,0.880,0.232,5.6,0.753,0.00146,0.16619,0.209,Q,AAF63,TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY,ZM,ZOOLOGY,92/161,Q3,43.168
URSUS,Ursus,URSUS,1537-6176,2,USA,ENGLISH,1989,ZM,472,0,15,19,34,31,23,29,117,14,18,17,35,24,18,21,98,0.971,0.000,>10,1.194,0.00049,0.05566,0.330,H,AAB10,INT ASSOC BEAR RESEARCH & MANAGEMENT-IBA,ZM,ZOOLOGY,82/161,Q3,49.379
VELIGER,Veliger,VELIGER,0042-3211,4,USA,ENGLISH,1958,PI ZM,499,0,1,0,1,2,3,3,9,,8,0,8,8,5,8,29,0.125,,>10,0.310,0.00005,0.00566,0.113,Q,GJ376,CALIFORNIA MALACOZOOLOGICAL SOC INC,ZM,ZOOLOGY,159/161,Q4,1.553
VET COMP ORTHOPAED,Vet. Comp. Orthop. Traumatol.,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,0932-0814,6,GERMANY (FED REP GER),ENGLISH,1988,ZC ZM,916,17,45,88,133,51,111,80,375,68,77,79,156,81,78,78,393,0.853,0.250,6.6,0.954,0.00136,0.15482,0.229,B,JV250,SCHATTAUER GMBH-VERLAG MEDIZIN NATURWISSENSCHAFTEN,ZM,ZOOLOGY,96/161,Q3,40.683
